Meter,Day,Hr,Usage
7313,435,21,0.105
7313,436,21,0.075
7313,437,21,0.165
7313,438,21,0.077
7313,439,21,0.511
7313,440,21,0.106
7313,441,21,0.248
7313,442,21,0.554
7313,443,21,0.108
7313,444,21,0.3399999999999999
7313,445,21,0.538
7313,446,21,0.144
7313,447,21,0.1
7313,448,21,0.103
7313,449,21,0.103
7313,450,21,0.101
7313,451,21,0.424
7313,452,21,0.4589999999999999
7313,453,21,0.073
7313,454,21,0.301
7313,455,21,0.118
7313,456,21,0.096
7313,457,21,0.098
7313,458,21,0.221
7313,459,21,0.126
7313,460,21,0.272
7313,461,21,0.386
7313,462,21,0.1
7313,463,21,0.11
7313,464,21,0.184
7313,465,21,0.247
7313,466,21,0.249
7313,467,21,0.141
7313,468,21,0.105
7313,469,21,0.083
7313,470,21,0.107
7313,471,21,0.0839999999999999
7313,472,21,0.2249999999999999
7313,473,21,0.281
7313,474,21,0.083
7313,475,21,0.106
7313,476,21,0.2309999999999999
7313,477,21,0.1
7313,478,21,0.093
7313,479,21,0.225
7313,480,21,0.103
7313,481,21,0.101
7313,482,21,0.087
7313,483,21,0.107
7313,484,21,0.097
7313,485,21,0.1
7313,486,21,0.098
7313,487,21,0.1
7313,488,21,0.095
7313,489,21,0.181
7313,490,21,0.096
7313,491,21,0.101
7313,492,21,0.094
7313,493,21,0.102
7313,494,21,0.387
7313,495,21,0.135
7313,496,21,0.073
7313,497,21,0.096
7313,498,21,0.101
7313,499,21,0.088
7313,500,21,0.357
7313,501,21,0.089
7313,502,21,0.178
7313,503,21,0.1
7313,504,21,0.092
7313,505,21,0.09
7313,506,21,0.189
7313,507,21,0.097
7313,508,21,0.433
7313,509,21,0.096
7313,510,21,0.087
7313,511,21,0.09
7313,512,21,0.11
7313,513,21,0.092
7313,514,21,0.089
7313,515,21,0.252
7313,516,21,0.123
7313,517,21,0.09
7313,518,21,0.108
7313,519,21,0.091
7313,520,21,0.122
7313,521,21,0.124
7313,522,21,0.102
7313,523,21,0.206
7313,524,21,0.087
7313,525,21,0.102
7313,526,21,0.102
7313,527,21,0.09
7313,528,21,0.132
7313,529,21,0.404
7313,530,21,0.113
7313,531,21,0.091
7313,532,21,0.093
7313,533,21,0.091
7313,534,21,0.113
7313,535,21,0.099
7313,536,21,0.16
7313,537,21,0.257
7313,538,21,0.092
7313,539,21,0.161
7313,540,21,0.086
7313,541,21,0.12
7313,542,21,0.1
7313,543,21,0.515
7313,544,21,0.279
7313,545,21,0.125
7313,546,21,0.123
7313,547,21,0.092
7313,548,21,0.09
7313,549,21,0.399
7313,550,21,0.375
7313,551,21,0.146
7313,552,21,0.373
7313,553,21,0.095
7313,554,21,0.125
7313,555,21,0.104
7313,556,21,0.253
7313,557,21,0.089
7313,558,21,0.123
7313,559,21,0.133
7313,560,21,0.128
7313,561,21,0.093
7313,562,21,0.0839999999999999
7313,563,21,0.1149999999999999
7313,564,21,0.472
7313,565,21,0.1159999999999999
7313,566,21,0.123
7313,567,21,0.1119999999999999
7313,568,21,0.089
7313,569,21,0.093
7313,570,21,0.3279999999999999
7313,571,21,0.323
7313,572,21,0.131
7313,573,21,0.221
7313,574,21,0.113
7313,575,21,0.118
7313,576,21,0.134
7313,577,21,0.096
7313,578,21,0.423
7313,579,21,0.268
7313,580,21,0.1159999999999999
7313,581,21,0.1
7313,582,21,0.088
7313,583,21,0.095
7313,584,21,0.091
7313,585,21,0.182
7313,586,21,0.254
7313,587,21,0.413
7313,588,21,0.099
7313,589,21,0.238
7313,590,21,0.091
7313,591,21,0.087
7313,592,21,0.32
7313,593,21,0.186
7313,594,21,0.103
7313,595,21,0.124
7313,596,21,0.243
7313,597,21,0.138
7313,598,21,0.63
7313,599,21,0.2309999999999999
7313,600,21,0.104
7313,601,21,0.103
7313,602,21,0.103
7313,603,21,0.1169999999999999
7313,604,21,1.955
7313,605,21,0.506
7313,606,21,0.42
7313,607,21,0.13
7313,608,21,0.0849999999999999
7313,609,21,0.088
7313,610,21,0.107
7313,611,21,0.107
7313,612,21,0.088
7313,613,21,0.2269999999999999
7313,614,21,0.254
7313,615,21,0.107
7313,616,21,0.106
7313,617,21,0.097
7313,618,21,0.103
7313,619,21,0.11
7313,620,21,0.3389999999999999
7313,621,21,0.206
7313,622,21,0.099
7313,623,21,0.108
7313,624,21,0.08
7313,625,21,0.108
7313,626,21,0.083
7313,627,21,0.422
7313,628,21,0.135
7313,629,21,0.226
7313,630,21,0.227
7313,631,21,0.092
7313,632,21,5.505000000000001
7313,633,21,0.178
7313,634,21,0.09
7313,635,21,0.108
7313,636,21,0.1129999999999999
7313,637,21,0.072
7313,638,21,0.092
7313,639,21,0.332
7313,640,21,0.0849999999999999
7313,641,21,0.114
7313,642,21,0.102
7313,643,21,0.09
7313,644,21,0.11
7313,645,21,0.0819999999999999
7313,646,21,0.093
7313,647,21,0.107
7313,648,21,0.539
7313,649,21,0.106
7313,650,21,0.106
7313,651,21,0.23
7313,652,21,0.094
7313,653,21,0.091
7313,654,21,0.088
7313,655,21,0.1659999999999999
7313,656,21,0.211
7313,657,21,0.11
7313,658,21,0.1169999999999999
7313,659,21,0.079
7313,660,21,0.196
7313,661,21,0.2319999999999999
7313,662,21,0.104
7313,663,21,0.097
7313,664,21,0.09
7313,665,21,0.092
7313,666,21,0.077
7313,667,21,0.102
7313,668,21,0.106
7313,669,21,0.102
7313,670,21,0.135
7313,671,21,0.0839999999999999
7313,672,21,0.08
7313,673,21,0.0809999999999999
7313,674,21,0.097
7313,675,21,0.422
7313,676,21,0.102
7313,677,21,0.11
7313,678,21,0.077
7313,679,21,0.104
7313,680,21,0.101
7313,681,21,0.0849999999999999
7313,682,21,0.193
7313,683,21,0.189
7313,684,21,0.088
7313,685,21,0.098
7313,686,21,0.076
7313,687,21,0.095
7313,688,21,0.091
7313,689,21,0.144
7313,690,21,0.286
7313,691,21,0.091
7313,692,21,0.079
7313,693,21,0.082
7313,694,21,0.097
7313,695,21,0.104
7313,696,21,0.143
7313,697,21,0.114
7313,698,21,0.086
7313,699,21,0.106
7313,700,21,0.094
7313,701,21,0.199
7313,702,21,0.108
7313,703,21,0.1
7313,704,21,0.254
7313,705,21,0.388
7313,706,21,0.095
7313,707,21,0.096
7313,708,21,0.0819999999999999
7313,709,21,0.072
7313,710,21,0.3399999999999999
7313,711,21,0.523
7313,712,21,0.133
7313,713,21,0.185
7313,714,21,0.214
7313,715,21,0.143
7313,716,21,0.105
7313,717,21,0.122
7313,718,21,0.156
7313,719,21,0.138
7313,720,21,0.13
7313,721,21,0.2329999999999999
7313,722,21,0.152
7313,723,21,0.136
7313,724,21,0.722
7313,725,21,0.694
7313,726,21,0.434
7313,727,21,0.162
7313,728,21,0.135
7313,729,21,0.228
7313,730,21,0.245
7314,195,21,0.385
7314,196,21,0.382
7314,197,21,0.432
7314,198,21,0.398
7314,199,21,0.424
7314,200,21,0.615
7314,201,21,0.449
7314,202,21,0.417
7314,203,21,0.391
7314,204,21,0.413
7314,205,21,0.4659999999999999
7314,206,21,0.509
7314,207,21,0.426
7314,208,21,0.451
7314,209,21,0.387
7314,210,21,0.476
7314,211,21,0.366
7314,212,21,0.446
7314,213,21,0.386
7314,214,21,0.387
7314,215,21,0.372
7314,216,21,0.52
7314,217,21,0.369
7314,218,21,0.8400000000000001
7314,219,21,0.4429999999999999
7314,220,21,0.4499999999999999
7314,221,21,0.539
7314,222,21,0.307
7314,223,21,0.517
7314,224,21,0.513
7314,225,21,0.449
7314,226,21,0.415
7314,227,21,0.405
7314,228,21,0.4669999999999999
7314,229,21,0.4469999999999999
7314,230,21,0.4669999999999999
7314,231,21,0.473
7314,232,21,0.411
7314,233,21,0.436
7314,234,21,0.391
7314,235,21,0.372
7314,236,21,0.354
7314,237,21,0.4509999999999999
7314,238,21,0.422
7314,239,21,0.264
7314,240,21,0.264
7314,241,21,0.26
7314,242,21,0.3
7314,243,21,0.286
7314,244,21,0.299
7314,245,21,0.308
7314,246,21,0.3269999999999999
7314,247,21,0.4
7314,248,21,0.422
7314,249,21,0.432
7314,250,21,0.291
7314,251,21,0.456
7314,252,21,0.439
7314,253,21,0.383
7314,254,21,0.491
7314,255,21,0.402
7314,256,21,0.432
7314,257,21,0.373
7314,258,21,0.354
7314,259,21,0.38
7314,260,21,0.43
7314,261,21,0.455
7314,262,21,0.371
7314,263,21,0.39
7314,264,21,0.3369999999999999
7314,265,21,0.425
7314,266,21,0.35
7314,267,21,0.404
7314,268,21,0.365
7314,269,21,0.37
7314,270,21,0.35
7314,271,21,0.387
7314,272,21,0.417
7314,273,21,0.435
7314,274,21,0.435
7314,275,21,0.34
7314,276,21,0.3409999999999999
7314,277,21,2.6630000000000003
7314,278,21,0.375
7314,279,21,0.388
7314,280,21,0.416
7314,281,21,0.764
7314,282,21,0.313
7314,283,21,0.3229999999999999
7314,284,21,0.611
7314,285,21,0.366
7314,286,21,0.39
7314,287,21,0.3429999999999999
7314,288,21,0.392
7314,289,21,0.376
7314,290,21,0.3219999999999999
7314,291,21,0.459
7314,292,21,0.35
7314,293,21,0.4599999999999999
7314,294,21,0.427
7314,295,21,0.375
7314,296,21,0.358
7314,297,21,0.374
7314,298,21,0.424
7314,299,21,0.445
7314,300,21,0.359
7314,301,21,0.442
7314,302,21,0.4649999999999999
7314,303,21,0.405
7314,304,21,0.382
7314,305,21,0.39
7314,306,21,0.417
7314,307,21,1.62
7314,308,21,0.3309999999999999
7314,309,21,0.354
7314,310,21,0.35
7314,311,21,1.788
7314,312,21,0.371
7314,313,21,0.344
7314,314,21,0.382
7314,315,21,0.399
7314,316,21,0.482
7314,317,21,0.388
7314,318,21,0.332
7314,319,21,0.399
7314,320,21,0.417
7314,321,21,0.425
7314,322,21,0.408
7314,323,21,0.447
7314,324,21,0.394
7314,325,21,0.387
7314,326,21,0.364
7314,327,21,0.448
7314,328,21,0.387
7314,329,21,0.361
7314,330,21,0.39
7314,331,21,0.352
7314,332,21,0.389
7314,333,21,0.412
7314,334,21,0.352
7314,335,21,0.404
7314,336,21,0.382
7314,337,21,0.389
7314,338,21,0.3409999999999999
7314,339,21,0.42
7314,340,21,0.381
7314,341,21,0.271
7314,342,21,0.372
7314,343,21,0.379
7314,344,21,0.396
7314,345,21,0.367
7314,346,21,0.373
7314,347,21,0.354
7314,348,21,0.372
7314,349,21,0.329
7314,350,21,0.324
7314,351,21,0.408
7314,352,21,0.339
7314,353,21,0.318
7314,354,21,0.365
7314,355,21,0.316
7314,356,21,0.3229999999999999
7314,357,21,0.3219999999999999
7314,358,21,0.334
7314,359,21,0.4
7314,360,21,0.409
7314,361,21,0.4
7314,362,21,0.322
7314,363,21,0.293
7314,364,21,0.349
7314,365,21,0.29
7314,366,21,0.498
7314,367,21,0.294
7314,368,21,0.359
7314,369,21,0.3409999999999999
7314,370,21,0.3349999999999999
7314,371,21,0.314
7314,372,21,0.3319999999999999
7314,373,21,0.368
7314,374,21,0.3409999999999999
7314,375,21,0.295
7314,376,21,0.286
7314,377,21,0.408
7314,378,21,0.39
7314,379,21,0.426
7314,380,21,0.355
7314,381,21,0.332
7314,382,21,0.308
7314,383,21,0.31
7314,384,21,0.376
7314,385,21,0.3199999999999999
7314,386,21,0.378
7314,387,21,0.4629999999999999
7314,388,21,0.3429999999999999
7314,389,21,0.382
7314,390,21,0.367
7314,391,21,0.354
7314,392,21,0.352
7314,393,21,0.307
7314,394,21,0.408
7314,395,21,0.26
7314,396,21,0.359
7314,397,21,0.3319999999999999
7314,398,21,0.406
7314,399,21,0.361
7314,400,21,0.3429999999999999
7314,401,21,0.366
7314,402,21,0.53
7314,403,21,0.372
7314,404,21,0.328
7314,405,21,0.318
7314,406,21,0.354
7314,407,21,0.3339999999999999
7314,408,21,0.403
7314,409,21,0.297
7314,410,21,0.379
7314,411,21,0.317
7314,412,21,0.3249999999999999
7314,413,21,0.306
7314,414,21,0.328
7314,415,21,0.31
7314,416,21,0.314
7314,417,21,0.353
7314,418,21,0.3319999999999999
7314,419,21,0.3419999999999999
7314,420,21,0.407
7314,421,21,0.312
7314,422,21,0.344
7314,423,21,0.376
7314,424,21,0.346
7314,425,21,0.313
7314,426,21,0.395
7314,427,21,0.314
7314,428,21,0.367
7314,429,21,0.345
7314,430,21,0.369
7314,431,21,0.348
7314,432,21,0.29
7314,433,21,0.361
7314,434,21,0.3339999999999999
7314,435,21,0.383
7314,436,21,0.414
7314,437,21,0.352
7314,438,21,0.329
7314,439,21,0.3289999999999999
7314,440,21,0.361
7314,441,21,0.327
7314,442,21,0.377
7314,443,21,0.3359999999999999
7314,444,21,0.483
7314,445,21,0.345
7314,446,21,0.365
7314,447,21,0.361
7314,448,21,0.379
7314,449,21,0.484
7314,450,21,0.345
7314,451,21,0.369
7314,452,21,0.327
7314,453,21,0.466
7314,454,21,0.361
7314,455,21,0.352
7314,456,21,0.31
7314,457,21,0.36
7314,458,21,0.348
7314,459,21,0.438
7314,460,21,0.376
7314,461,21,0.422
7314,462,21,0.363
7314,463,21,0.3319999999999999
7314,464,21,0.373
7314,465,21,0.423
7314,466,21,0.377
7314,467,21,0.4529999999999999
7314,468,21,0.368
7314,469,21,0.353
7314,470,21,0.421
7314,471,21,0.368
7314,472,21,0.366
7314,473,21,0.443
7314,474,21,0.415
7314,475,21,0.358
7314,476,21,0.425
7314,477,21,0.411
7314,478,21,0.494
7314,479,21,0.371
7314,480,21,0.398
7314,481,21,0.39
7314,482,21,0.4409999999999999
7314,483,21,0.365
7314,484,21,0.39
7314,485,21,0.449
7314,486,21,0.406
7314,487,21,0.421
7314,488,21,0.443
7314,489,21,0.331
7314,490,21,0.409
7314,491,21,0.346
7314,492,21,0.403
7314,493,21,0.393
7314,494,21,0.362
7314,495,21,0.43
7314,496,21,0.368
7314,497,21,0.437
7314,498,21,0.44
7314,499,21,0.357
7314,500,21,0.373
7314,501,21,0.302
7314,502,21,0.292
7314,503,21,0.288
7314,504,21,0.299
7314,505,21,0.39
7314,506,21,0.337
7314,507,21,0.389
7314,508,21,0.331
7314,509,21,0.401
7314,510,21,0.508
7314,511,21,0.339
7314,512,21,0.344
7314,513,21,0.271
7314,514,21,0.368
7314,515,21,0.388
7314,516,21,0.346
7314,517,21,0.544
7314,518,21,0.409
7314,519,21,0.366
7314,520,21,0.396
7314,521,21,0.308
7314,522,21,0.303
7314,523,21,0.444
7314,524,21,0.348
7314,525,21,0.303
7314,526,21,0.366
7314,527,21,0.476
7314,528,21,0.311
7314,529,21,0.651
7314,530,21,0.295
7314,531,21,0.3349999999999999
7314,532,21,0.35
7314,533,21,0.468
7314,534,21,0.437
7314,535,21,1.841
7314,536,21,0.315
7314,537,21,0.452
7314,538,21,0.351
7314,539,21,0.419
7314,540,21,4.956
7314,541,21,0.4609999999999999
7314,542,21,0.379
7314,543,21,0.348
7314,544,21,0.398
7314,545,21,0.423
7314,546,21,0.382
7314,547,21,0.249
7314,548,21,0.186
7314,549,21,0.244
7314,550,21,0.2329999999999999
7314,551,21,0.173
7314,552,21,0.168
7314,553,21,0.215
7314,554,21,0.168
7314,555,21,0.168
7314,556,21,0.246
7314,557,21,0.1689999999999999
7314,558,21,0.208
7314,559,21,0.173
7314,560,21,0.1689999999999999
7314,561,21,0.176
7314,562,21,0.174
7314,563,21,0.173
7314,564,21,0.195
7314,565,21,0.168
7314,566,21,0.1699999999999999
7314,567,21,0.245
7314,568,21,0.197
7314,569,21,0.1709999999999999
7314,570,21,0.258
7314,571,21,0.2279999999999999
7314,572,21,0.416
7314,573,21,0.44
7314,574,21,0.397
7314,575,21,0.428
7314,576,21,0.423
7314,577,21,0.314
7314,578,21,0.499
7314,579,21,0.327
7314,580,21,0.329
7314,581,21,0.4419999999999999
7314,582,21,0.399
7314,583,21,0.517
7314,584,21,0.3409999999999999
7314,585,21,0.362
7314,586,21,0.378
7314,587,21,0.41
7314,588,21,0.444
7314,589,21,0.37
7314,590,21,0.391
7314,591,21,0.305
7314,592,21,0.3299999999999999
7314,593,21,0.378
7314,594,21,0.495
7314,595,21,0.3349999999999999
7314,596,21,0.412
7314,597,21,0.3269999999999999
7314,598,21,0.422
7314,599,21,0.411
7314,600,21,0.344
7314,601,21,0.367
7314,602,21,0.363
7314,603,21,0.3339999999999999
7314,604,21,0.383
7314,605,21,0.368
7314,606,21,0.394
7314,607,21,0.377
7314,608,21,0.417
7314,609,21,0.289
7314,610,21,0.241
7314,611,21,0.611
7314,612,21,0.4639999999999999
7314,613,21,0.375
7314,614,21,0.393
7314,615,21,0.407
7314,616,21,0.36
7314,617,21,0.32
7314,618,21,0.325
7314,619,21,0.323
7314,620,21,0.315
7314,621,21,0.356
7314,622,21,0.308
7314,623,21,0.301
7314,624,21,0.301
7314,625,21,0.325
7314,626,21,0.294
7314,627,21,0.312
7314,628,21,0.3409999999999999
7314,629,21,0.514
7314,630,21,0.356
7314,631,21,0.29
7314,632,21,0.352
7314,633,21,0.361
7314,634,21,0.292
7314,635,21,0.42
7314,636,21,0.289
7314,637,21,0.417
7314,638,21,0.374
7314,639,21,0.297
7314,640,21,0.305
7314,641,21,1.003
7314,642,21,0.39
7314,643,21,0.38
7314,644,21,0.375
7314,645,21,0.314
7314,646,21,0.395
7314,647,21,0.311
7314,648,21,0.413
7314,649,21,0.366
7314,650,21,0.349
7314,651,21,0.399
7314,652,21,0.3309999999999999
7314,653,21,0.393
7314,654,21,0.442
7314,655,21,0.585
7314,656,21,1.128
7314,657,21,0.411
7314,658,21,0.3
7314,659,21,0.409
7314,660,21,0.823
7314,661,21,0.272
7314,662,21,0.26
7314,663,21,0.259
7314,664,21,0.3299999999999999
7314,665,21,0.279
7314,666,21,0.383
7314,667,21,0.438
7314,668,21,0.368
7314,669,21,0.369
7314,670,21,0.267
7314,671,21,0.3369999999999999
7314,672,21,0.279
7314,673,21,0.378
7314,674,21,0.361
7314,675,21,0.371
7314,676,21,0.286
7314,677,21,0.392
7314,678,21,0.257
7314,679,21,0.317
7314,680,21,0.3249999999999999
7314,681,21,0.309
7314,682,21,0.3399999999999999
7314,683,21,0.271
7314,684,21,0.299
7314,685,21,0.3169999999999999
7314,686,21,0.31
7314,687,21,0.3149999999999999
7314,688,21,0.278
7314,689,21,0.367
7314,690,21,0.32
7314,691,21,0.355
7314,692,21,0.275
7314,693,21,0.3279999999999999
7314,694,21,0.329
7314,695,21,0.315
7314,696,21,0.351
7314,697,21,0.235
7314,698,21,0.221
7314,699,21,0.238
7314,700,21,0.314
7314,701,21,0.28
7314,702,21,0.278
7314,705,21,0.332
7314,706,21,0.276
7314,707,21,0.2339999999999999
7314,708,21,0.237
7314,709,21,0.281
7314,710,21,0.239
7314,711,21,0.312
7314,712,21,0.246
7314,713,21,0.291
7314,714,21,0.406
7314,715,21,0.322
7314,716,21,0.276
7314,717,21,0.241
7314,718,21,0.304
7314,719,21,0.283
7314,720,21,0.313
7314,721,21,0.239
7314,722,21,0.297
7314,723,21,0.26
7314,724,21,0.277
7314,725,21,0.235
7314,726,21,0.312
7314,727,21,0.3349999999999999
7314,728,21,0.317
7314,729,21,0.274
7314,730,21,0.259
7315,195,21,0.207
7315,196,21,0.051
7315,197,21,0.267
7315,198,21,0.292
7315,199,21,0.295
7315,200,21,0.081
7315,201,21,0.2289999999999999
7315,202,21,0.206
7315,203,21,0.279
7315,204,21,1.389
7315,205,21,0.178
7315,206,21,0.4679999999999999
7315,207,21,0.187
7315,208,21,0.159
7315,209,21,0.283
7315,210,21,0.24
7315,211,21,0.213
7315,212,21,0.1689999999999999
7315,213,21,0.501
7315,214,21,0.183
7315,215,21,0.284
7315,216,21,0.199
7315,217,21,0.159
7315,218,21,0.268
7315,219,21,0.19
7315,220,21,0.34
7315,221,21,0.269
7315,222,21,0.273
7315,223,21,0.244
7315,224,21,0.303
7315,225,21,0.192
7315,226,21,0.226
7315,227,21,0.4629999999999999
7315,228,21,1.503
7315,229,21,0.183
7315,230,21,0.3309999999999999
7315,231,21,0.183
7315,232,21,0.224
7315,233,21,0.24
7315,234,21,1.932
7315,235,21,0.303
7315,236,21,0.472
7315,237,21,0.37
7315,238,21,0.267
7315,239,21,0.295
7315,240,21,1.415
7315,241,21,0.362
7315,242,21,0.392
7315,243,21,0.354
7315,244,21,0.301
7315,245,21,0.3329999999999999
7315,246,21,0.3
7315,247,21,0.225
7315,248,21,0.4669999999999999
7315,249,21,0.385
7315,250,21,0.269
7315,251,21,0.291
7315,252,21,0.231
7315,253,21,0.299
7315,254,21,0.256
7315,255,21,0.37
7315,256,21,0.251
7315,257,21,0.215
7315,258,21,0.19
7315,259,21,0.219
7315,260,21,0.183
7315,261,21,0.25
7315,262,21,0.174
7315,263,21,0.148
7315,264,21,0.251
7315,265,21,0.258
7315,266,21,0.209
7315,267,21,0.216
7315,268,21,0.24
7315,269,21,0.59
7315,270,21,1.202
7315,271,21,0.357
7315,272,21,0.273
7315,273,21,0.27
7315,274,21,0.2319999999999999
7315,275,21,0.315
7315,276,21,0.5
7315,277,21,0.309
7315,278,21,0.27
7315,279,21,0.209
7315,280,21,0.32
7315,281,21,0.2299999999999999
7315,282,21,0.184
7315,283,21,0.258
7315,284,21,0.2309999999999999
7315,285,21,0.216
7315,286,21,0.193
7315,287,21,0.289
7315,288,21,0.262
7315,289,21,0.322
7315,290,21,0.394
7315,291,21,0.213
7315,292,21,0.331
7315,293,21,0.302
7315,294,21,0.195
7315,295,21,0.212
7315,296,21,0.294
7315,297,21,0.405
7315,298,21,0.278
7315,299,21,0.835
7315,300,21,0.333
7315,301,21,0.336
7315,302,21,0.189
7315,303,21,0.402
7315,304,21,0.594
7315,305,21,0.632
7315,306,21,0.186
7315,307,21,0.232
7315,308,21,0.277
7315,309,21,0.285
7315,310,21,0.177
7315,311,21,0.067
7315,312,21,1.987
7315,313,21,0.139
7315,314,21,0.1639999999999999
7315,315,21,0.248
7315,316,21,0.239
7315,317,21,0.203
7315,318,21,0.35
7315,319,21,0.396
7315,320,21,0.216
7315,321,21,0.188
7315,322,21,0.326
7315,323,21,0.268
7315,324,21,0.318
7315,325,21,0.229
7315,326,21,0.182
7315,327,21,0.209
7315,328,21,0.236
7315,329,21,0.213
7315,330,21,0.293
7315,331,21,0.292
7315,332,21,0.4429999999999999
7315,333,21,0.275
7315,334,21,0.206
7315,335,21,0.186
7315,336,21,0.172
7315,337,21,0.182
7315,338,21,0.173
7315,339,21,0.521
7315,340,21,0.431
7315,341,21,0.18
7315,342,21,0.522
7315,343,21,0.268
7315,344,21,0.265
7315,345,21,0.18
7315,346,21,0.754
7315,347,21,0.317
7315,348,21,0.261
7315,349,21,0.185
7315,350,21,0.184
7315,351,21,0.3
7315,352,21,0.1649999999999999
7315,353,21,0.082
7315,354,21,1.974
7315,355,21,0.0
7315,356,21,0.186
7315,357,21,0.301
7315,358,21,0.177
7315,359,21,0.263
7315,360,21,0.172
7315,361,21,0.293
7315,362,21,0.151
7315,363,21,0.153
7315,364,21,0.132
7315,365,21,0.15
7315,366,21,0.3409999999999999
7315,367,21,3.097
7315,368,21,3.2670000000000003
7315,369,21,0.107
7315,370,21,3.091
7315,371,21,0.134
7315,372,21,3.148
7315,373,21,3.0170000000000003
7315,374,21,0.186
7315,375,21,3.175
7315,376,21,0.259
7315,377,21,0.722
7315,378,21,0.134
7315,379,21,0.227
7315,380,21,0.219
7315,381,21,0.214
7315,382,21,0.145
7315,383,21,0.217
7315,384,21,0.219
7315,385,21,0.193
7315,386,21,0.196
7315,387,21,0.294
7315,388,21,1.168
7315,389,21,3.047
7315,390,21,0.15
7315,391,21,0.238
7315,392,21,0.13
7315,393,21,0.23
7315,394,21,0.195
7315,395,21,0.136
7315,396,21,3.049
7315,397,21,0.099
7315,398,21,0.207
7315,399,21,0.133
7315,400,21,0.1699999999999999
7315,401,21,0.211
7315,402,21,0.176
7315,403,21,0.33
7315,404,21,0.138
7315,405,21,0.172
7315,406,21,0.1709999999999999
7315,407,21,0.172
7315,408,21,3.173
7315,409,21,3.145
7315,410,21,3.247
7315,411,21,0.144
7315,412,21,0.219
7315,413,21,0.159
7315,414,21,0.213
7315,415,21,3.146
7315,416,21,3.072
7315,417,21,3.032
7315,418,21,0.219
7315,419,21,0.134
7315,420,21,0.143
7315,421,21,0.2279999999999999
7315,422,21,0.144
7315,423,21,0.28
7315,424,21,0.241
7315,425,21,0.161
7315,426,21,0.188
7315,427,21,0.164
7315,428,21,0.168
7315,429,21,0.219
7315,430,21,0.213
7315,431,21,0.174
7315,432,21,0.268
7315,433,21,3.161
7315,434,21,3.1500000000000004
7315,435,21,3.095
7315,436,21,0.247
7315,437,21,0.283
7315,438,21,0.2
7315,439,21,0.211
7315,440,21,0.154
7315,441,21,0.194
7315,442,21,0.241
7315,443,21,0.198
7315,444,21,0.307
7315,445,21,0.187
7315,446,21,0.27
7315,447,21,0.294
7315,448,21,0.212
7315,449,21,0.148
7315,450,21,0.147
7315,451,21,0.448
7315,452,21,0.373
7315,453,21,0.2
7315,454,21,0.192
7315,455,21,0.1699999999999999
7315,456,21,0.1689999999999999
7315,457,21,0.2329999999999999
7315,458,21,0.19
7315,459,21,0.218
7315,460,21,0.1599999999999999
7315,461,21,0.292
7315,462,21,0.1609999999999999
7315,463,21,0.196
7315,464,21,0.18
7315,465,21,0.292
7315,466,21,0.162
7315,467,21,0.199
7315,468,21,0.222
7315,469,21,0.179
7315,470,21,0.1679999999999999
7315,471,21,0.204
7315,472,21,0.22
7315,473,21,0.607
7315,474,21,0.154
7315,475,21,0.191
7315,476,21,0.134
7315,477,21,0.239
7315,478,21,0.2159999999999999
7315,479,21,0.256
7315,480,21,0.277
7315,481,21,0.188
7315,482,21,0.2279999999999999
7315,483,21,0.27
7315,484,21,0.235
7315,485,21,0.255
7315,486,21,0.334
7315,487,21,0.513
7315,488,21,0.211
7315,489,21,0.144
7315,490,21,0.194
7315,491,21,0.254
7315,492,21,0.157
7315,493,21,0.364
7315,494,21,0.174
7315,495,21,0.1629999999999999
7315,496,21,0.194
7315,497,21,0.219
7315,498,21,0.227
7315,499,21,0.241
7315,500,21,0.198
7315,501,21,0.139
7315,502,21,0.183
7315,503,21,0.2299999999999999
7315,504,21,0.242
7315,505,21,0.227
7315,506,21,0.214
7315,507,21,0.202
7315,508,21,0.179
7315,509,21,0.27
7315,510,21,0.225
7315,511,21,0.184
7315,512,21,0.317
7315,513,21,0.249
7315,514,21,0.1679999999999999
7315,515,21,0.479
7315,516,21,0.25
7315,517,21,0.244
7315,518,21,0.294
7315,519,21,0.2319999999999999
7315,520,21,0.1649999999999999
7315,521,21,0.4639999999999999
7315,522,21,0.288
7315,523,21,0.268
7315,524,21,0.18
7315,525,21,0.25
7315,526,21,0.2279999999999999
7315,527,21,0.167
7315,528,21,0.24
7315,529,21,0.35
7315,530,21,0.214
7315,531,21,0.175
7315,532,21,0.296
7315,533,21,0.27
7315,534,21,0.207
7315,535,21,0.244
7315,536,21,0.173
7315,537,21,0.203
7315,538,21,0.256
7315,539,21,0.247
7315,540,21,0.808
7315,541,21,0.257
7315,542,21,0.212
7315,543,21,0.25
7315,544,21,0.2299999999999999
7315,545,21,0.225
7315,546,21,0.247
7315,547,21,0.288
7315,548,21,0.203
7315,549,21,0.365
7315,550,21,0.259
7315,551,21,0.289
7315,552,21,0.263
7315,553,21,0.302
7315,554,21,0.22
7315,555,21,0.294
7315,556,21,0.364
7315,557,21,0.377
7315,558,21,0.207
7315,559,21,0.1629999999999999
7315,560,21,0.2179999999999999
7315,561,21,0.3299999999999999
7315,562,21,0.347
7315,563,21,0.496
7315,564,21,0.193
7315,565,21,0.203
7315,566,21,0.1699999999999999
7315,567,21,0.261
7315,568,21,0.305
7315,569,21,0.327
7315,570,21,0.475
7315,571,21,0.182
7315,572,21,0.219
7315,573,21,0.2309999999999999
